"user_id","birthdate","gender","married","has_children","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","sign_up_date","age","age_range"
"509354","1979-02-16","M","true","false","usa","tallahassee","TLH","30.396","-84.35","2023-01-04","44 years 6 mons 7 days","40-54"
"509359","1980-11-03","F","false","false","usa","oakland","OAK","37.721","-122.221","2023-01-04","42 years 9 mons 20 days","40-54"
"509402","1955-11-03","F","false","false","usa","richmond","RIC","37.505","-77.319","2023-01-04","67 years 9 mons 20 days","65+"
"509411","1981-03-21","F","true","false","usa","salt lake city","SLC","40.788","-111.978","2023-01-04","42 years 5 mons 2 days","40-54"
"509413","1975-11-13","F","false","false","usa","boston","BOS","42.364","-71.005","2023-01-04","47 years 9 mons 10 days","40-54"
"509414","1999-11-10","F","false","false","usa","tampa","TPA","27.975","-82.533","2023-01-04","23 years 9 mons 13 days","18-25"
"509419","1982-08-23","F","false","false","usa","philadelphia","PNE","40.082","-75.011","2023-01-04","41 years","40-54"
"509421","1969-11-28","F","false","true","usa","baltimore","BWI","39.175","-76.668","2023-01-04","53 years 8 mons 25 days","40-54"
"509435","1979-10-10","M","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-04","43 years 10 mons 13 days","40-54"
"509445","1984-06-04","F","true","false","usa","san francisco","SFO","37.619","-122.375","2023-01-04","39 years 2 mons 19 days","26-39"
"509453","1982-11-18","F","false","false","usa","lubbock","LBB","33.664","-101.823","2023-01-04","40 years 9 mons 5 days","40-54"
"509454","1984-01-24","F","false","true","usa","tampa","MCF","27.849","-82.521","2023-01-04","39 years 6 mons 30 days","26-39"
"509459","2006-11-27","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-04","16 years 8 mons 26 days","0-17"
"509467","1996-03-09","M","false","false","usa","seattle","SEA","47.449","-122.309","2023-01-04","27 years 5 mons 14 days","26-39"
"509498","1984-09-06","F","false","false","usa","milwaukee","MKE","42.947","-87.896","2023-01-04","38 years 11 mons 17 days","26-39"
"509515","1994-10-14","F","false","true","usa","memphis","MEM","35.042","-89.977","2023-01-04","28 years 10 mons 9 days","26-39"
"509516","1978-06-24","F","false","false","usa","colorado springs","COS","38.806","-104.7","2023-01-04","45 years 1 mon 29 days","40-54"
"509530","1977-09-05","F","true","true","canada","edmonton","YXD","53.573","-113.521","2023-01-04","45 years 11 mons 18 days","40-54"
"509552","2006-01-16","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-04","17 years 7 mons 7 days","0-17"
"509598","1984-08-07","F","false","false","canada","winnipeg","YWG","49.91","-97.234","2023-01-04","39 years 16 days","26-39"
"509603","2006-04-10","F","false","false","usa","memphis","MEM","35.042","-89.977","2023-01-04","17 years 4 mons 13 days","0-17"
"509626","1972-05-15","F","false","true","usa","brownsville","BRO","25.907","-97.426","2023-01-04","51 years 3 mons 8 days","40-54"
"509635","1986-12-13","M","true","false","usa","austin","AUS","30.194","-97.67","2023-01-04","36 years 8 mons 10 days","26-39"
"509638","1977-01-14","F","true","true","usa","reno","RNO","39.498","-119.768","2023-01-04","46 years 7 mons 9 days","40-54"
"509645","1970-06-10","M","true","false","usa","riverside","RAL","33.952","-117.445","2023-01-04","53 years 2 mons 13 days","40-54"
"509681","1981-05-12","F","false","true","usa","milwaukee","MKE","42.947","-87.896","2023-01-04","42 years 3 mons 11 days","40-54"
"509712","1990-06-18","F","false","false","usa","philadelphia","PHL","39.872","-75.241","2023-01-04","33 years 2 mons 5 days","26-39"
"509713","1989-05-21","F","true","true","usa","dallas","DAL","32.847","-96.852","2023-01-04","34 years 3 mons 2 days","26-39"
"509717","1980-04-15","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-04","43 years 4 mons 8 days","40-54"
"509749","1982-07-21","M","false","false","usa","new york","JFK","40.64","-73.779","2023-01-04","41 years 1 mon 2 days","40-54"
"509763","1974-02-07","F","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-04","49 years 6 mons 16 days","40-54"
"509765","1994-01-12","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-04","29 years 7 mons 11 days","26-39"
"509781","1960-10-23","F","true","false","usa","norfolk","NGU","36.938","-76.289","2023-01-04","62 years 10 mons","55-64"
"509822","1985-06-23","M","false","false","usa","charlotte","CLT","35.214","-80.943","2023-01-04","38 years 2 mons","26-39"
"509826","1960-03-07","F","true","true","usa","miami","TNT","25.862","-80.897","2023-01-04","63 years 5 mons 16 days","55-64"
"509841","1977-06-13","F","true","true","usa","knoxville","TYS","35.812","-83.993","2023-01-04","46 years 2 mons 10 days","40-54"
"509855","1988-05-23","F","true","true","usa","winston-salem","INT","36.134","-80.222","2023-01-04","35 years 3 mons","26-39"
"509876","1955-09-04","F","true","false","usa","baltimore","BWI","39.175","-76.668","2023-01-04","67 years 11 mons 19 days","65+"
"509892","1956-09-26","M","true","false","usa","san jose","SJC","37.362","-121.929","2023-01-04","66 years 10 mons 27 days","65+"
"509903","1982-12-24","F","false","false","usa","long beach","LGB","33.818","-118.151","2023-01-04","40 years 7 mons 30 days","40-54"
"509919","1977-06-15","M","true","false","usa","tampa","TPA","27.975","-82.533","2023-01-04","46 years 2 mons 8 days","40-54"
"509924","1985-10-13","F","true","false","usa","tampa","MCF","27.849","-82.521","2023-01-04","37 years 10 mons 10 days","26-39"
"509933","1979-03-07","M","true","true","usa","louisville","LOU","38.228","-85.664","2023-01-04","44 years 5 mons 16 days","40-54"
"509969","1954-10-20","F","true","false","canada","montreal","YHU","45.517","-73.417","2023-01-04","68 years 10 mons 3 days","65+"
"509990","1983-03-21","M","false","false","usa","minneapolis","MSP","44.88","-93.217","2023-01-04","40 years 5 mons 2 days","26-39"
"510003","1977-10-09","F","true","true","usa","tulsa","TUL","36.198","-95.888","2023-01-04","45 years 10 mons 14 days","40-54"
"510022","1970-11-22","F","true","true","usa","austin","AUS","30.194","-97.67","2023-01-04","52 years 9 mons 1 day","40-54"
"510044","1977-01-12","M","false","false","usa","santa ana","SNA","33.676","-117.868","2023-01-04","46 years 7 mons 11 days","40-54"
"510048","1992-06-24","F","false","true","usa","dallas","DAL","32.847","-96.852","2023-01-04","31 years 1 mon 29 days","26-39"
"510061","1975-12-18","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-04","47 years 8 mons 5 days","40-54"
"510067","1976-01-26","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-04","47 years 6 mons 28 days","40-54"
"510070","1966-09-24","F","true","true","usa","boston","BOS","42.364","-71.005","2023-01-04","56 years 10 mons 29 days","55-64"
"510078","1987-05-16","F","true","false","usa","grand rapids","GRR","42.881","-85.523","2023-01-04","36 years 3 mons 7 days","26-39"
"510079","1994-05-21","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-04","29 years 3 mons 2 days","26-39"
"510081","1979-03-03","F","false","false","usa","oakland","OAK","37.721","-122.221","2023-01-04","44 years 5 mons 20 days","40-54"
"510090","1974-01-18","F","true","false","usa","anchorage","ANC","61.174","-149.996","2023-01-04","49 years 7 mons 5 days","40-54"
"510093","1971-03-11","M","true","false","usa","norfolk","NGU","36.938","-76.289","2023-01-04","52 years 5 mons 12 days","40-54"
"510094","1978-07-08","F","false","false","usa","long beach","LGB","33.818","-118.151","2023-01-04","45 years 1 mon 15 days","40-54"
"510104","1987-05-26","F","false","true","canada","montreal","YHU","45.517","-73.417","2023-01-04","36 years 2 mons 28 days","26-39"
"510108","1972-01-06","F","true","false","usa","colorado springs","COS","38.806","-104.7","2023-01-04","51 years 7 mons 17 days","40-54"
"510112","1978-02-19","F","true","false","usa","new orleans","MSY","29.993","-90.258","2023-01-04","45 years 6 mons 4 days","40-54"
"510114","1983-01-14","M","false","false","usa","omaha","OMA","41.302","-95.894","2023-01-04","40 years 7 mons 9 days","26-39"
"510134","1976-03-27","F","false","false","usa","newark","EWR","40.692","-74.169","2023-01-04","47 years 4 mons 27 days","40-54"
"510155","1979-04-02","M","true","true","usa","dallas","DAL","32.847","-96.852","2023-01-04","44 years 4 mons 21 days","40-54"
"510156","1981-09-25","M","false","false","usa","seattle","SEA","47.449","-122.309","2023-01-04","41 years 10 mons 28 days","40-54"
"510163","1972-02-25","F","true","true","usa","las vegas","LSV","36.236","-115.034","2023-01-04","51 years 5 mons 27 days","40-54"
"510164","1989-09-11","F","true","true","canada","montreal","YMX","45.68","-74.039","2023-01-04","33 years 11 mons 12 days","26-39"
"510170","1997-03-10","F","false","false","canada","ottawa","YOW","45.323","-75.669","2023-01-04","26 years 5 mons 13 days","18-25"
"510172","1989-03-04","F","false","false","usa","mobile","BFM","30.626","-88.068","2023-01-04","34 years 5 mons 19 days","26-39"
"510179","1966-04-13","F","true","false","usa","jacksonville","NCA","34.708","-77.439","2023-01-04","57 years 4 mons 10 days","55-64"
"510185","1979-07-28","F","true","false","usa","houston","HOU","29.645","-95.279","2023-01-04","44 years 26 days","40-54"
"510188","1988-10-04","F","false","false","usa","san antonio","SAT","29.534","-98.47","2023-01-04","34 years 10 mons 19 days","26-39"
"510195","1970-02-09","M","true","false","usa","houston","IAH","29.98","-95.34","2023-01-04","53 years 6 mons 14 days","40-54"
"510198","1992-01-13","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-04","31 years 7 mons 10 days","26-39"
"510213","1983-09-03","F","true","true","canada","toronto","YTZ","43.627","-79.396","2023-01-04","39 years 11 mons 20 days","26-39"
"510215","1994-09-24","F","true","false","usa","mobile","MOB","30.691","-88.243","2023-01-04","28 years 10 mons 29 days","26-39"
"510219","1980-02-02","M","true","false","canada","montreal","YUL","45.468","-73.741","2023-01-04","43 years 6 mons 21 days","40-54"
"510227","1991-06-12","M","false","false","usa","tulsa","TUL","36.198","-95.888","2023-01-04","32 years 2 mons 11 days","26-39"
"510238","1982-08-25","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-04","40 years 11 mons 29 days","40-54"
"510239","1968-07-09","F","true","true","usa","santa ana","SNA","33.676","-117.868","2023-01-04","55 years 1 mon 14 days","40-54"
"510243","1981-07-12","F","true","false","canada","windsor","YQG","42.276","-82.956","2023-01-04","42 years 1 mon 11 days","40-54"
"510257","1974-11-16","F","true","false","usa","las vegas","LSV","36.236","-115.034","2023-01-04","48 years 9 mons 7 days","40-54"
"510270","1977-04-11","F","true","true","usa","columbus","LCK","39.814","-82.928","2023-01-04","46 years 4 mons 12 days","40-54"
"510283","2006-01-16","F","false","false","canada","edmonton","YED","53.667","-113.467","2023-01-04","17 years 7 mons 7 days","0-17"
"510315","1980-05-23","F","false","false","usa","norfolk","NGU","36.938","-76.289","2023-01-04","43 years 3 mons","40-54"
"510316","2006-07-13","F","false","true","usa","phoenix","PHX","33.434","-112.008","2023-01-04","17 years 1 mon 10 days","0-17"
"510326","1981-12-18","M","false","false","canada","quebec","YQB","46.788","-71.398","2023-01-04","41 years 8 mons 5 days","40-54"
"510328","1987-06-28","F","false","false","usa","detroit","DET","42.409","-83.01","2023-01-04","36 years 1 mon 25 days","26-39"
"510343","1985-05-22","F","true","true","usa","oklahoma city","OKC","35.393","-97.601","2023-01-04","38 years 3 mons 1 day","26-39"
"510356","1972-08-19","F","true","false","usa","wichita","ICT","37.65","-97.433","2023-01-04","51 years 4 days","40-54"
"510365","1978-05-16","F","false","false","usa","boston","BOS","42.364","-71.005","2023-01-04","45 years 3 mons 7 days","40-54"
"510369","1974-10-17","F","false","false","usa","bakersfield","BFL","35.433","-119.057","2023-01-04","48 years 10 mons 6 days","40-54"
"510379","2005-03-26","F","false","false","usa","san francisco","SFO","37.619","-122.375","2023-01-04","18 years 4 mons 28 days","0-17"
"510393","1974-02-15","M","false","false","canada","calgary","YYC","51.114","-114.02","2023-01-04","49 years 6 mons 8 days","40-54"
"510418","1988-03-13","F","true","true","usa","dallas","DAL","32.847","-96.852","2023-01-04","35 years 5 mons 10 days","26-39"
"510423","1971-08-10","M","true","true","usa","oakland","OAK","37.721","-122.221","2023-01-04","52 years 13 days","40-54"
"510449","1971-09-16","F","false","true","usa","charlotte","CLT","35.214","-80.943","2023-01-04","51 years 11 mons 7 days","40-54"
"510452","1968-12-28","F","false","false","canada","toronto","YKZ","43.862","-79.37","2023-01-04","54 years 7 mons 26 days","40-54"
"510459","1993-09-07","M","false","false","canada","ottawa","YOW","45.323","-75.669","2023-01-04","29 years 11 mons 16 days","26-39"
"510490","1953-02-26","F","true","false","usa","milwaukee","MKE","42.947","-87.896","2023-01-04","70 years 5 mons 25 days","65+"
"510494","1976-09-18","F","true","false","usa","kansas city","MCI","39.297","-94.714","2023-01-04","46 years 11 mons 5 days","40-54"
"510511","1975-12-03","F","true","false","usa","stockton","SCK","37.894","-121.239","2023-01-04","47 years 8 mons 20 days","40-54"
"510533","1988-02-26","F","false","false","usa","jacksonville","JAX","30.494","-81.688","2023-01-04","35 years 5 mons 26 days","26-39"
"510537","1976-01-19","F","true","true","usa","austin","AUS","30.194","-97.67","2023-01-04","47 years 7 mons 4 days","40-54"
"510543","2004-03-17","M","false","true","canada","toronto","YYZ","43.677","-79.631","2023-01-04","19 years 5 mons 6 days","18-25"
"510545","1965-05-17","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-04","58 years 3 mons 6 days","55-64"
"510558","2000-09-28","M","false","true","usa","newark","EWR","40.692","-74.169","2023-01-04","22 years 10 mons 25 days","18-25"
"510570","1980-04-16","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-04","43 years 4 mons 7 days","40-54"
"510571","2003-09-14","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-04","19 years 11 mons 9 days","18-25"
"510575","2001-09-10","F","false","true","usa","los angeles","LAX","33.942","-118.408","2023-01-04","21 years 11 mons 13 days","18-25"
"510580","1970-04-06","M","false","false","usa","providence","PVD","41.724","-71.428","2023-01-04","53 years 4 mons 17 days","40-54"
"510582","1997-04-25","M","false","false","usa","phoenix","PHX","33.434","-112.008","2023-01-04","26 years 3 mons 28 days","18-25"
"510585","2006-10-01","F","false","true","canada","montreal","YUL","45.468","-73.741","2023-01-04","16 years 10 mons 22 days","0-17"
"510586","1992-04-17","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-04","31 years 4 mons 6 days","26-39"
"510610","1989-01-27","F","true","false","usa","new york","LGA","40.777","-73.872","2023-01-04","34 years 6 mons 27 days","26-39"
"510618","1977-09-23","F","true","true","usa","san diego","SAN","32.733","-117.189","2023-01-04","45 years 11 mons","40-54"
"510676","1974-12-28","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-05","48 years 7 mons 26 days","40-54"
"510686","1988-02-27","F","true","false","usa","st. petersburg","PIE","27.911","-82.687","2023-01-05","35 years 5 mons 25 days","26-39"
"510694","1978-09-03","M","false","false","usa","anchorage","ANC","61.174","-149.996","2023-01-05","44 years 11 mons 20 days","40-54"
"510700","1973-01-09","M","false","false","usa","newark","EWR","40.692","-74.169","2023-01-05","50 years 7 mons 14 days","40-54"
"510707","1983-06-09","F","false","true","canada","toronto","YKZ","43.862","-79.37","2023-01-05","40 years 2 mons 14 days","26-39"
"510719","1987-12-17","F","true","true","canada","montreal","YMX","45.68","-74.039","2023-01-05","35 years 8 mons 6 days","26-39"
"510733","1978-09-19","F","true","true","canada","toronto","YKZ","43.862","-79.37","2023-01-05","44 years 11 mons 4 days","40-54"
"510754","1980-03-24","F","false","false","usa","charlotte","CLT","35.214","-80.943","2023-01-05","43 years 4 mons 30 days","40-54"
"510779","1983-02-16","F","false","false","canada","montreal","YHU","45.517","-73.417","2023-01-05","40 years 6 mons 7 days","26-39"
"510805","1951-05-01","F","false","false","usa","dallas","DAL","32.847","-96.852","2023-01-05","72 years 3 mons 22 days","65+"
"510815","1968-05-23","F","true","true","usa","san antonio","SKF","29.384","-98.581","2023-01-05","55 years 3 mons","40-54"
"510822","1978-11-16","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-05","44 years 9 mons 7 days","40-54"
"510828","2002-11-26","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-05","20 years 8 mons 27 days","18-25"
"510836","1983-01-12","F","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-05","40 years 7 mons 11 days","26-39"
"510841","1986-09-19","M","false","false","canada","montreal","YMX","45.68","-74.039","2023-01-05","36 years 11 mons 4 days","26-39"
"510890","1990-09-22","F","false","false","usa","dallas","DAL","32.847","-96.852","2023-01-05","32 years 11 mons 1 day","26-39"
"510899","1969-04-26","F","true","false","usa","kansas city","MCI","39.297","-94.714","2023-01-05","54 years 3 mons 27 days","40-54"
"510944","1968-04-21","M","true","true","usa","chicago","UGN","42.422","-87.868","2023-01-05","55 years 4 mons 2 days","40-54"
"510946","1977-05-13","F","true","false","canada","london","YXU","43.036","-81.154","2023-01-05","46 years 3 mons 10 days","40-54"
"510953","1979-11-14","F","false","false","usa","seattle","SEA","47.449","-122.309","2023-01-05","43 years 9 mons 9 days","40-54"
"510960","1985-06-04","F","false","false","usa","tallahassee","TLH","30.396","-84.35","2023-01-05","38 years 2 mons 19 days","26-39"
"510961","1977-11-24","F","true","false","usa","st. petersburg","SPG","27.765","-82.627","2023-01-05","45 years 8 mons 29 days","40-54"
"510972","1996-07-24","F","true","true","usa","tucson","TUS","32.116","-110.941","2023-01-05","27 years 30 days","26-39"
"511017","1964-03-26","M","true","false","usa","chicago","UGN","42.422","-87.868","2023-01-05","59 years 4 mons 28 days","55-64"
"511055","1989-01-09","F","false","false","usa","des moines","DSM","41.534","-93.663","2023-01-05","34 years 7 mons 14 days","26-39"
"511066","1989-07-02","F","false","false","usa","indianapolis","IND","39.717","-86.294","2023-01-05","34 years 1 mon 21 days","26-39"
"511093","1986-02-11","F","false","true","usa","milwaukee","MKE","42.947","-87.896","2023-01-05","37 years 6 mons 12 days","26-39"
"511122","1976-10-11","F","true","false","canada","montreal","YHU","45.517","-73.417","2023-01-05","46 years 10 mons 12 days","40-54"
"511125","1975-08-14","F","true","true","canada","quebec","YQB","46.788","-71.398","2023-01-05","48 years 9 days","40-54"
"511126","1995-12-20","F","false","false","usa","boston","BOS","42.364","-71.005","2023-01-05","27 years 8 mons 3 days","26-39"
"511140","1983-10-08","F","false","false","usa","san diego","NZY","32.699","-117.215","2023-01-05","39 years 10 mons 15 days","26-39"
"511142","1982-08-06","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-05","41 years 17 days","40-54"
"511145","1993-01-10","F","false","true","usa","wichita","IAB","37.623","-97.267","2023-01-05","30 years 7 mons 13 days","26-39"
"511148","1979-04-14","F","true","true","usa","new york","LGA","40.777","-73.872","2023-01-05","44 years 4 mons 9 days","40-54"
"511160","1981-05-17","M","true","false","usa","austin","AUS","30.194","-97.67","2023-01-05","42 years 3 mons 6 days","40-54"
"511178","1986-06-04","F","false","false","usa","new york","LGA","40.777","-73.872","2023-01-05","37 years 2 mons 19 days","26-39"
"511195","1970-12-19","F","true","false","usa","tallahassee","TLH","30.396","-84.35","2023-01-05","52 years 8 mons 4 days","40-54"
"511208","1991-01-23","F","false","false","usa","salt lake city","SLC","40.788","-111.978","2023-01-05","32 years 7 mons","26-39"
"511219","2006-04-05","F","false","false","usa","phoenix","PHX","33.434","-112.008","2023-01-05","17 years 4 mons 18 days","0-17"
"511223","1978-12-13","F","true","true","canada","ottawa","YOW","45.323","-75.669","2023-01-05","44 years 8 mons 10 days","40-54"
"511238","1955-04-13","F","false","false","usa","colorado springs","COS","38.806","-104.7","2023-01-05","68 years 4 mons 10 days","65+"
"511260","1988-06-20","F","false","true","usa","san jose","SJC","37.362","-121.929","2023-01-05","35 years 2 mons 3 days","26-39"
"511298","1989-08-21","F","false","false","usa","new york","JFK","40.64","-73.779","2023-01-05","34 years 2 days","26-39"
"511314","2001-04-08","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","22 years 4 mons 15 days","18-25"
"511326","1982-08-27","F","true","false","usa","seattle","BFI","47.53","-122.302","2023-01-05","40 years 11 mons 27 days","40-54"
"511328","1990-04-16","M","true","true","usa","phoenix","LUF","33.535","-112.383","2023-01-05","33 years 4 mons 7 days","26-39"
"511331","1976-08-16","F","false","true","canada","calgary","YYC","51.114","-114.02","2023-01-05","47 years 7 days","40-54"
"511364","1986-03-07","F","false","true","usa","new york","JFK","40.64","-73.779","2023-01-05","37 years 5 mons 16 days","26-39"
"511377","1959-03-11","F","true","false","canada","gatineau","YND","45.521","-75.564","2023-01-05","64 years 5 mons 12 days","55-64"
"511379","1976-01-19","F","false","false","canada","montreal","YUL","45.468","-73.741","2023-01-05","47 years 7 mons 4 days","40-54"
"511397","1987-06-11","F","false","true","usa","new york","LGA","40.777","-73.872","2023-01-05","36 years 2 mons 12 days","26-39"
"511398","1984-05-11","M","true","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","39 years 3 mons 12 days","26-39"
"511399","1975-12-23","F","true","true","usa","san diego","NZY","32.699","-117.215","2023-01-05","47 years 8 mons","40-54"
"511418","1971-12-07","F","true","true","usa","new york","JFK","40.64","-73.779","2023-01-05","51 years 8 mons 16 days","40-54"
"511424","1980-06-02","F","false","false","usa","nashville","BNA","36.124","-86.678","2023-01-05","43 years 2 mons 21 days","40-54"
"511433","1974-01-07","F","true","false","usa","orlando","MCO","28.429","-81.316","2023-01-05","49 years 7 mons 16 days","40-54"
"511440","1982-06-22","F","false","false","usa","st. louis","STL","38.748","-90.36","2023-01-05","41 years 2 mons 1 day","40-54"
"511455","1987-05-20","F","false","false","canada","montreal","YMX","45.68","-74.039","2023-01-05","36 years 3 mons 3 days","26-39"
"511469","1967-04-14","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","56 years 4 mons 9 days","55-64"
"511489","1981-06-03","F","true","false","usa","louisville","LOU","38.228","-85.664","2023-01-05","42 years 2 mons 20 days","40-54"
"511502","1977-06-27","M","true","true","usa","milwaukee","MKE","42.947","-87.896","2023-01-05","46 years 1 mon 26 days","40-54"
"511504","1990-01-15","F","false","false","usa","washington","IAD","38.944","-77.456","2023-01-05","33 years 7 mons 8 days","26-39"
"511535","1972-05-22","F","true","true","usa","chicago","ORD","41.979","-87.904","2023-01-05","51 years 3 mons 1 day","40-54"
"511542","1970-01-12","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","53 years 7 mons 11 days","40-54"
"511549","1972-06-07","F","true","true","canada","hamilton","YHM","43.173","-79.935","2023-01-05","51 years 2 mons 16 days","40-54"
"511552","2005-08-21","M","false","true","usa","minneapolis","MSP","44.88","-93.217","2023-01-05","18 years 2 days","0-17"
"511554","1979-10-07","F","false","false","usa","corpus christi","CRP","27.77","-97.501","2023-01-05","43 years 10 mons 16 days","40-54"
"511560","1985-09-26","F","false","true","usa","wichita","IAB","37.623","-97.267","2023-01-05","37 years 10 mons 27 days","26-39"
"511567","1987-09-12","F","false","false","canada","toronto","YZD","43.742","-79.466","2023-01-05","35 years 11 mons 11 days","26-39"
"511568","2003-04-04","F","false","false","usa","baltimore","BWI","39.175","-76.668","2023-01-05","20 years 4 mons 19 days","18-25"
"511570","1972-09-10","F","true","true","canada","ottawa","YOW","45.323","-75.669","2023-01-05","50 years 11 mons 13 days","40-54"
"511577","1981-05-18","F","true","false","usa","fresno","FAT","36.776","-119.718","2023-01-05","42 years 3 mons 5 days","40-54"
"511578","1972-05-15","F","true","true","usa","wichita","ICT","37.65","-97.433","2023-01-05","51 years 3 mons 8 days","40-54"
"511587","1971-04-09","F","true","true","canada","toronto","YTZ","43.627","-79.396","2023-01-05","52 years 4 mons 14 days","40-54"
"511589","1982-09-23","F","false","false","canada","calgary","YYC","51.114","-114.02","2023-01-05","40 years 11 mons","40-54"
"511608","2003-04-06","M","false","false","usa","brownsville","BRO","25.907","-97.426","2023-01-05","20 years 4 mons 17 days","18-25"
"511609","1984-07-01","M","true","false","usa","honolulu","HNL","21.316","-157.927","2023-01-05","39 years 1 mon 22 days","26-39"
"511613","1981-09-22","F","false","false","usa","miami","TNT","25.862","-80.897","2023-01-05","41 years 11 mons 1 day","40-54"
"511638","1989-07-01","F","false","true","usa","fresno","FAT","36.776","-119.718","2023-01-05","34 years 1 mon 22 days","26-39"
"511665","1977-08-17","M","false","true","usa","nashville","BNA","36.124","-86.678","2023-01-05","46 years 6 days","40-54"
"511666","1973-08-25","F","true","false","usa","milwaukee","MKE","42.947","-87.896","2023-01-05","49 years 11 mons 29 days","40-54"
"511677","1971-06-02","F","false","false","usa","memphis","MEM","35.042","-89.977","2023-01-05","52 years 2 mons 21 days","40-54"
"511680","1996-03-22","F","false","false","usa","jacksonville","JAX","30.494","-81.688","2023-01-05","27 years 5 mons 1 day","26-39"
"511697","1984-08-24","F","false","false","usa","detroit","DTW","42.212","-83.353","2023-01-05","38 years 11 mons 30 days","26-39"
"511712","1995-07-20","F","false","false","usa","buffalo","BUF","42.94","-78.732","2023-01-05","28 years 1 mon 3 days","26-39"
"511726","1966-09-22","F","false","true","usa","newport news","PHF","37.132","-76.493","2023-01-05","56 years 11 mons 1 day","55-64"
"511739","1968-09-19","F","false","false","canada","quebec","YQB","46.788","-71.398","2023-01-05","54 years 11 mons 4 days","40-54"
"511757","1960-02-10","F","true","true","usa","san francisco","SFO","37.619","-122.375","2023-01-05","63 years 6 mons 13 days","55-64"
"511762","1980-04-09","F","true","false","usa","phoenix","LUF","33.535","-112.383","2023-01-05","43 years 4 mons 14 days","40-54"
"511764","1969-03-06","M","true","true","usa","long beach","LGB","33.818","-118.151","2023-01-05","54 years 5 mons 17 days","40-54"
"511772","1995-10-03","F","false","false","usa","chicago","UGN","42.422","-87.868","2023-01-05","27 years 10 mons 20 days","26-39"
"511778","1985-10-04","F","false","false","usa","long beach","LGB","33.818","-118.151","2023-01-05","37 years 10 mons 19 days","26-39"
"511783","1976-04-16","F","true","false","usa","riverside","RAL","33.952","-117.445","2023-01-05","47 years 4 mons 7 days","40-54"
"511784","1988-07-09","F","false","false","usa","bakersfield","BFL","35.433","-119.057","2023-01-05","35 years 1 mon 14 days","26-39"
"511800","1975-07-28","F","false","false","usa","san jose","SJC","37.362","-121.929","2023-01-05","48 years 26 days","40-54"
"511803","1986-08-23","F","true","true","usa","detroit","YIP","42.238","-83.53","2023-01-05","37 years","26-39"
"511805","1985-05-21","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","38 years 3 mons 2 days","26-39"
"511809","1982-06-08","M","false","false","usa","fort worth","FTW","32.82","-97.362","2023-01-05","41 years 2 mons 15 days","40-54"
"511811","1988-02-15","F","false","false","usa","dallas","DAL","32.847","-96.852","2023-01-05","35 years 6 mons 8 days","26-39"
"511821","1952-12-11","M","false","false","canada","saskatoon","YXE","52.171","-106.7","2023-01-05","70 years 8 mons 12 days","65+"
"511827","1948-09-20","M","true","false","usa","columbus","LCK","39.814","-82.928","2023-01-05","74 years 11 mons 3 days","65+"
"511851","1983-08-28","F","false","false","canada","winnipeg","YAV","50.056","-97.032","2023-01-05","39 years 11 mons 26 days","26-39"
"511859","1985-12-09","F","true","false","canada","toronto","YYZ","43.677","-79.631","2023-01-05","37 years 8 mons 14 days","26-39"
"511860","1983-10-09","F","false","true","usa","detroit","YIP","42.238","-83.53","2023-01-05","39 years 10 mons 14 days","26-39"
"511862","1983-01-18","F","false","false","canada","montreal","YUL","45.468","-73.741","2023-01-05","40 years 7 mons 5 days","26-39"
"511878","2006-10-07","F","false","true","usa","san francisco","SFO","37.619","-122.375","2023-01-05","16 years 10 mons 16 days","0-17"
"511884","1981-07-21","F","false","false","usa","los angeles","LAX","33.942","-118.408","2023-01-05","42 years 1 mon 2 days","40-54"
"511902","1971-12-02","F","true","true","canada","montreal","YMX","45.68","-74.039","2023-01-05","51 years 8 mons 21 days","40-54"
"511910","2006-05-16","F","false","true","usa","los angeles","LAX","33.942","-118.408","2023-01-05","17 years 3 mons 7 days","0-17"
